Dozentennummer,ProsopID,Vollname,Nachname,Vorname,Geburt,Tod,Institution,Fakultaet,Typ,Beschreibung,Von,Bis,Verwandt
1326,6.4.12,Aebi Joseph Wilhelm Ludwig,Aebi,Joseph Wilhelm Ludwig,1802-11-18,1881-09-01,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Gymnasium Luzern', 'Anfängliches Studium der Theologie dann Studium an der philos. Fakultät ( keine Angaben über Universität )', 'Lehrer am Höheren Gymnasium Bern', 'vorher Lehrer Gymnasium Luzern', 'PD Geschichte und Philologie', 'Lehrer an der Kantonsschule Aarau', 'Kantonsschullehrer Aarau', 'später Pfarrer']","['1834-01-01', '1835-01-01']",[],[]
1327,6.4.13,Fröhlich ( Froelich ) Georg August ( genannt Gustav ),Fröhlich ( Froelich ),Georg August ( genannt Gustav ),1811-02-24,1873-01-23,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Studium in Giessen', 'politische Emigration aus Giessen ( Burschenschafter )', 'Gründer und Leiter der Einwohner-Mädchensekundarschule Bern', 'Erlaubnis in einem Lokal der Hochschule Vorträge zu halten', 'PD Deutsche Sprache und Literatur', 'Schuldirektor in Bern bis', '( Einwohner-Mädchensekundarschule Bern )']","['1835-01-01', '1836-01-01', '1838-01-01', '1843-01-01', '1871-01-01']",[],[]
1328,6.4.14,Gruber Nikolaus Xaver,Gruber,Nikolaus Xaver,1807-11-24,1876-10-21,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Dr. phil.', 'PD Zürich', 'PD Philosophie']","['1837-01-01', '1840-01-01', '1842-01-01']",[],[]
1329,6.4.15,Seeger Ludwig Wilhelm Friedrich,Seeger,Ludwig Wilhelm Friedrich,1810-10-30,1864-03-22,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Lateinschule Calw', 'evangelischtheologisches Seminar Schönthal', 'Studium in Tübingen', 'Theologisches Examen Tübingen', 'Pfarrer', 'Vikar', 'Lehrer Realschule Bern', 'PD Alte und neue Literatur namentlich deutsche Sprache und Literatur', 'Demission', 'Redaktor in Ulm']","['1846-01-01', '1848-01-01']",[],[]
1330,6.4.16,Curti Giuseppe,Curti,Giuseppe,1809-03-20,1895-08-19,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Collegio Lugano', 'Ständerat', 'Direktor einer Privatschule in Cureglia', 'PD Italienische Sprache und Literatur', 'Falls überhaupt je Vorlesungen gehalten: vor']","['1850-01-01', '1857-01-01']",[],[]
1331,6.4.17,Eckhardt ( Eckardt ) Ludwig Richard,Eckhardt ( Eckardt ),Ludwig Richard,1827-05-16,1872-02-01,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Studium in Wien', 'Zürich', 'Dr. phil. Zürich', 'PD und Schriftsteller in Wien', 'Politischer Flüchtling', 'lebt seit', 'in Bern', 'Erlaubnis in einem Lokal der Hochschule Vorträge zu halten', 'PD Deutsche Literatur und Stilistik und Anleitung zur Redekunst', 'Lehrer Luzern', 'Lehrer Lyceum Luzern']","['1853-01-01', '1848-01-01', '1849-01-01', '1860-01-01']",['1862-01-01'],[]
1332,6.4.18,Hahn Jonas Charlesson,Hahn,Jonas Charlesson,,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Baccalaureat London', 'Studium in London Greifswald Berlin Jena', 'Dr. phil. Jena', 'Lektor Jena', 'PD Englische Sprache und Literatur']","['1853-01-01', '1857-01-01']",[],[]
1333,6.4.19,Mentz Heinrich,Mentz,Heinrich,,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Dr. phil.', 'Lehrer in Jena', 'PD Englische Sprache und Literatur', 'Rückkehr nach Jena']","['1858-01-01', '1864-01-01']",[],[]
1334,6.4.20,Schärer August Rudolf Emanuel,Schärer,August Rudolf Emanuel,1818-03-10,1898-07-18,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Bern', 'Studium in Bern München und Berlin', 'Dr. phil.', 'PD']","['1842-01-01', '1859-01-01', '1860-01-01']",[],[]
1335,6.4.21,Vogel Ulrich ( Johann Jakob ),Vogel,Ulrich ( Johann Jakob ),1832-01-01,1864-01-01,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Studium in Zürich Dr. phil.', 'PD Zürich', 'PD Vaterländische Geschichte', 'Tod']","['1861-01-01', '1864-01-01']",[],[]
1336,6.4.22,Pfänder Eduard,Pfänder,Eduard,,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Studium in Bern', 'Zürich und Bonn', 'PD Klassische Philologie']","['1866-01-01', '1882-01-01']",[],[]
1337,6.4.23,Tobler Adolf,Tobler,Adolf,1835-01-01,1910-01-01,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Studium in Zürich und Bonn', 'Dr. phil. Zürich', 'Gymnasiallehrer Solothurn', 'Gymnasiallehrer Bern', 'PD Romanische Sprachen', 'Umhabilitation', 'PD Zürich', 'aoP Berlin', 'oP Berlin']","['1857-01-01', '1861-01-01', '1866-01-01', '1867-01-01', '1870-01-01']",[],['Bruder von aoP Ludwig Tobler ( 6. 2. 10 )']
1338,6.4.24,Huber Franz,Huber,Franz,,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung']","['Dr.', 'PD Allgemeine Geschichte']","['1868-01-01', '1869-01-01']",[],[]
1339,6.4.25,Bülau Franz Adolf,Bülau,Franz Adolf,,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Dr. phil.', 'Gymnasiallehrer Bern', 'PD Neue deutsche Literatur', 'Stelle in Strassburg']","['1870-01-01', '1872-01-01']",[],[]
1340,6.4.26,Bäbler Johann Jakob,Bäbler,Johann Jakob,1836-05-03,1900-07-14,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Studium in Basel Bonn', 'Dr. phil. Basel', 'Kantonsschullehrer Bern und Anstalt Bächtelen', 'PD Geschichte der Pädagogik', 'Lehrer Kantonsschule Aarau']","['1859-01-01', '1866-01-01', '1870-01-01', '1875-01-01']",[],[]
1341,6.4.27,Schöni Franz Robert,Schöni,Franz Robert,1841-01-01,1876-03-28,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium in Bern', 'Studium in Bern Heidelberg Tübingen', 'Dr. phil. Tübingen', 'Studienreisen', 'PD Ästhetik und neuere Literatur vor allem spanische Literatur', 'Tod']","['1867-01-01', '1870-01-01', '1876-01-01']",[],[]
1342,6.4.28,Bächtold Jakob,Bächtold,Jakob,1848-01-27,1897-08-08,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Studium in Heidelberg München Tübingen', 'Dr. phil. Tübingen', 'Kantonsschullehrer Solothurn', 'PD Germanische Philologie', 'Lehrer Höhere Töchterschule Zürich', 'PD Zürich', 'aoP Zürich', 'oP Zürich']","['1873-01-01', '1874-01-01', '1878-01-01', '1880-01-01', '1887-01-01', '1888-01-01']",[],[]
1343,6.4.29,Dübi Heinrich,Dübi,Heinrich,1848-11-25,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Schulen Bern', 'Studium in Bern Leipzig Berlin', 'Dr. phil.', 'Lehrer Städt. Realschule Bern', 'PD Klassische Philologie und alte Geschichte', 'Leiter des Philologischen Proseminars', '-', 'Gymnasiallehrer Bern']","['1872-01-01', '1871-01-01', '1873-01-01', '1883-01-01', '1892-01-01', '1904-01-01']",['1892-01-01'],[]
1344,6.4.30,Misteli Franz,Misteli,Franz,1841-03-11,1903-10-06,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Kantonsschule Solothurn', 'Studium in Zürich Bonn Genf Paris', 'Gymnasiallehrer St. Gallen', 'Gymnasiallehrer Solothurn', 'PD Sanskrit und Sprachvergleichung', 'aoP Basel', 'oP Basel']","['1872-01-01', '1873-01-01', '1874-01-01', '1877-01-01']",['1874-01-01'],[]
1345,6.4.31,Favrot Alexander,Favrot,Alexander,,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'lehrtaetigkeit_unibe']","['Lehrer Kantonsschule Bern', 'PD Romanische Sprachen']","['1874-01-01', '1879-01-01']",[],[]
1346,6.4.32,Rohr Albert,Rohr,Albert,,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Studium in Bern', 'postgraduate in Leipzig', 'Dr. phil.', 'PD Sprachwissenschaft und klassische Philologie']","['1875-01-01', '1879-01-01']",[],[]
1347,6.4.33,von Ganting Ludwig,von Ganting,Ludwig,1851-01-01,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Bern', 'Konservatorium Leipzig', 'Musiklehrer Bern', 'Mitarbeiter bei verschiedenen Zeitungen', 'PD Geschichte der Musik']","['1876-01-01', '1882-01-01']",[],[]
1348,6.4.34,Goldstein A. D.,Goldstein,A. D.,,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Studium in Würzburg Berlin Tübingen', 'Dr. phil. Tübingen', 'Rabbiner', 'PD Talmud semitische Sprachen und verwandte Disziplinen']","['1876-01-01', '1878-01-01']",[],[]
1349,6.4.35,Weber Alfred,Weber,Alfred,1851-01-01,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Frauenfeld', 'Studium in Zürich Heidelberg Berlin und Paris', 'Dr. phil. Zürich', 'PD Altfranzösische Sprache und verwandte Fächer']","['1875-01-01', '1877-01-01', '1878-01-01']",[],[]
1350,6.4.36,Kreyenbühl ( Kreienbühl ) Johann,Kreyenbühl ( Kreienbühl ),Johann,1846-01-01,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Verschiedene Gymnasien in der Schweiz', 'Studium in Bonn Tübingen Freiburg Berlin', 'Dr. phil. Basel', 'Professor der Philosophie am Lyceum Luzern ( wegen liberaler Haltung entlassen )', 'PD Philosophie und damit verwandte Zweige der Philologie', 'Lehrer Zurzach', 'PD Zürich / Schriftsteller Zürich']","['1881-01-01', '1878-01-01']",[],[]
1352,6.4.38,Willy Rudolf,Willy,Rudolf,1856-01-01,1918-01-01,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe']","['Studium in Zürich München und Strassburg', 'Dr. phil. Zürich', 'PD Philosophie', 'Habilitation in Zürich', 'PD Zürich']","['1882-01-01', '1886-01-01', '1897-01-01']",[],[]
1353,6.4.39,Bögli Hans,Bögli,Hans,1864-05-31,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Gymnasium Burgdorf', 'Studium in Bern', 'Dr. phil. Bern', 'Sekundarlehrer Interlaken', 'PD Geschichte und griechische Sprache', 'Gymnasiallehrer Burgdorf']","['1888-01-01', '1890-01-01']",[],[]
1354,6.4.40,Haendcke Johann Heinrich Berthold,Haendcke,Johann Heinrich Berthold,1862-07-02,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe']","['Gymnasium und Privatunterricht in Stuttgart', 'Studium in Berlin Basel München', 'Dr. phil. München', 'PD Mittelalterliche und neue Kunstgeschichte', 'Umhabilitation nach Jena', 'PD Jena']","['1885-01-01', '1888-01-01', '1894-01-01']",[],[]
1355,6.4.41,Farny Emile,Farny,Emile,1864-01-23,1922-12-27,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Dr. phil.', 'Lehrer Kantonsschule Pruntrut', 'PD Französische Literatur', 'Gymnasiallehrer La Chaux-de-Fonds aoP Academie / Universite de Neuchatel']","['1890-01-01', '1894-01-01']",[],[]
1356,6.4.42,Oelzelt-Newin Anton,Oelzelt-Newin,Anton,,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Dr. phil.', 'PD Philosophie', 'Wegzug nach Wien']","['1890-01-01', '1895-01-01']",[],[]
1357,6.4.43,Saitschik Robert,Saitschik,Robert,1868-04-24,1965-01-29,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe']","['Studium in Bern', 'Dr. phil. Bern', 'PD Vergleichende Literaturgeschichte und slawische Philologie', 'PD Neuenburg', 'PD und Titularprofessor Zürich ( ETH )', 'Professor Köln']","['1890-01-01', '1893-01-01', '1895-01-01', '1914-01-01']","['1914-01-01', '1923-01-01']",[]
1360,6.4.46,Thormann Franz,Thormann,Franz,1867-05-05,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Studium in Bern', 'Dr. phil. Bern', 'Vizedirektor Historisches Museum Bern', 'PD Romanische Philologie']","['1892-01-01', '1897-01-01', '1909-01-01']",[],['Bruder von oP Philipp Thormann ( 3. 1. 43 )']
1361,6.4.47,Gomperz Heinrich,Gomperz,Heinrich,1873-01-18,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Gymnasium Wien', 'Studium in Wien Freiburg i. Br. Berlin', 'Dr. phil. Wien', 'Privatstudien in Wien', 'PD Philosophie', 'PD Wien', 'aoP Wien oP Wien']","['1896-01-01', '1900-01-01', '1905-01-01', '1920-01-01']",[],[]
1362,6.4.48,Waser Paul Otto,Waser,Paul Otto,1870-09-23,1952-01-24,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Gymnasium Zürich', 'Studium in Zürich und Leipzig', 'Diplom HLA Zürich', 'Dr. phil. Zürich', 'Gymnasiallehrer Bern', 'PD Klassische Archäologie', 'Umhabilitation nach Zürich', 'PD Zürich', 'Titularprofessor Zürich', 'aoP Zürich', 'HonP Zürich']","['1894-01-01', '1900-01-01', '1903-01-01', '1915-01-01', '1919-01-01', '1940-01-01']",[],[]
1363,6.4.49,Tscheuschner Karl,Tscheuschner,Karl,1877-02-17,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Goldberg', 'Gymnasium Breslau', 'Studium in Breslau Freiburg i. Br. Berlin Zürich und Bern', 'Dr. phil. Bern', 'PD Kunstgeschichte und Geschichte der Malerei', 'von der Liste der PD gestrichen']","['1900-01-01', '1902-01-01', '1906-01-01']",[],[]
1364,6.4.50,Bühler Michael,Bühler,Michael,1853-10-05,1925-02-06,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Lehrerseminar Chur', 'Studium in Bern Leipzig Berlin', 'Dr. jur. Bern', 'Chefredaktor « Der Bund » Bern', 'PD Zeitungswesen']","['1881-01-01', '1882-01-01', '1903-01-01', '1916-01-01']",[],['Schwiegersohn von aoP A. F. Flückiger ( 7. 2. 9 )']
1365,6.4.51,Ledere J. - Ch. Albert,Ledere,J. - Ch. Albert,1867-03-24,1920-12-18,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Lycee Nancy', 'Studium in Nancy und Paris', 'Dr. es lettres', 'Gymnasiallehrer in Blois ( Frankreich )', 'PD Ethik', 'Tod']","['1901-01-01', '1904-01-01', '1920-01-01']",[],[]
1366,6.4.52,Hecht Hans,Hecht,Hans,1876-07-16,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe']","['Dr. phil. Berlin', 'PD Englische Philologie', 'aoP Basel', 'oP Basel', 'oP Göttingen']","['1900-01-01', '1905-01-01', '1908-01-01', '1911-01-01', '1922-01-01']",[],[]
1367,6.4.53,Worringer Wilhelm Robert,Worringer,Wilhelm Robert,1881-01-13,1965-03-29,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Abitur in Köln', 'Studium in Freiburg i. Br. München Berlin und Bern', 'Dr. phil. Bern', 'Schüler von Weese', 'Publizist', 'Redaktion der Monatshefte für Kunstwissenschaft München', 'PD Kunstgeschichte', 'PD Bonn', 'oP Königsberg', 'oP Halle']","['1907-01-01', '1909-01-01', '1914-01-01', '1928-01-01', '1947-01-01']",[],[]
1368,6.4.54,Feldmann Markus,Feldmann,Markus,1869-06-18,1947-03-10,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasien Bern Burgdorf', 'Studium in Bern', 'Dr. phil. Bern', 'Lehrer Progymnasium Thun', 'Sektionschef Generalstab der Armee', 'PD Militärwissenschaften', 'Ruhestand']","['1893-01-01', '1894-01-01', '1912-01-01', '1939-01-01']",['1912-01-01'],[]
1369,6.4.55,Lessing Gottlob Kurt,Lessing,Gottlob Kurt,1883-05-16,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe']","['Kantonsschule Trogen', 'Gymnasium Freiburg i. Br.', 'Studium in Strassburg Berlin Freiburg i. Br.', 'Dr. phil. Freiburg i. Br.', 'PD Neuere Geschichte', 'Demission', 'Journalist bei bernischen Zeitungen']","['1910-01-01', '1912-01-01', '1927-01-01']",[],[]
1371,6.4.57,Nicolas Raoul Alexander Louis David Alphonse,Nicolas,Raoul Alexander Louis David Alphonse,1873-12-24,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe']","['Gymnasium Moulins', 'Gymnasium Algier', 'Gymnasium Nevers', 'Studium in Paris Leipzig und Bern', 'Dr. phil. Bern', 'PD Kunstgeschichte', 'Wegzug nach Berlin', 'Redaktor Berlin']","['1917-01-01', '1919-01-01', '1924-01-01']",[],[]
1372,6.4.58,Gawronsky Dimitri,Gawronsky,Dimitri,1883-08-14,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Studium in Marburg', 'Dr. phil. Marburg', 'PD Philosophie', 'Gesundheitsgründe']","['1910-01-01', '1922-01-01', '1941-01-01']",[],[]
1373,6.4.59,Baumgarten-Tramer Franziska,Baumgarten-Tramer,Franziska,1883-11-26,1970-03-01,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Lodz', 'Studium in Krakau Paris Zürich Bonn', 'Dr. phil. Zürich', 'Leiterin Arbeits-und Betriebspsychologische Stelle Bern', 'PD Psychotechnik', 'HonPi. R.', 'Ruhestand']","['1910-01-01', '1929-01-01', '1954-01-01']",[],['Gattin von HonP Moritz Tramer ( 4. 3. 10 )']
1374,6.4.60,Jancke Herbert,Jancke,Herbert,1898-11-25,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Köln', 'Studium in Tübingen Bonn', 'Dr. phil. Bonn', 'Dr. med. Bonn', 'PD Experimentelle Psychologie', ""Wahl zum leitenden Arzt der Dr. Hertz ' schen Kuranstalt in Bonn""]","['1923-01-01', '1928-01-01', '1931-01-01', '1937-01-01']",[],[]
1375,6.4.61,Zulauf Max,Zulauf,Max,1898-05-19,,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Bern', 'Studium in Berlin und Bern', 'Dr. phil. Bern', 'Pianist Cembalist', 'PD Musikwissenschaft']","['1924-01-01', '1931-01-01', '1949-01-01']",[],[]
1376,6.4.62,Bonjour Edgar Conrad,Bonjour,Edgar Conrad,1898-08-21,,['Universität'],['philosophisch-historisch'],"['austritt_unibe', 'taetigkeit_nach_austritt', 'lehrtaetigkeit_unibe', 'taetigkeit_vor_Eintritt', 'ausbildung']","['Gymnasium in Bern', 'Studium in Bern Genf Paris Berlin', 'Diplom HLA Bern', 'Dr. phil. Bern', 'Schüler von R. Feller K. Jaberg P. Häberlin G. de Reynold', 'Gymnasiallehrer Bern / Vizedirektor Eidg. Bundesarchiv Bern', 'PD Schweizergeschichte und neuere allgemeine Geschichte', 'Ruf nach Basel', 'oP Basel']","['1921-01-01', '1922-01-01', '1932-01-01', '1935-01-01']",[],[]
1377,6.4.63,Roetschi Robert,Roetschi,Robert,1889-01-01,1964-04-28,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium Solothurn', 'Studium in Bern und Heidelberg Dr. phil.', 'Gymnasiallehrer Solothurn', 'PD Philosophie besonders Ästhetik', 'Ruhestand']","['1919-01-01', '1932-01-01', '1959-01-01']",[],[]
1378,6.4.64,Lutz Hans Georg,Lutz,Hans Georg,1892-01-11,1939-03-08,['Universität'],['philosophisch-historisch'],"['taetigkeit_vor_Eintritt', 'austritt_unibe', 'ausbildung', 'lehrtaetigkeit_unibe']","['Gymnasium in Basel', 'Studium in Basel und Berlin', 'Dr. phil. Basel', 'Mittellehrerprüfung Basel', 'Bibliothekar der Schweizerischen Landesbibliothek', 'PD Bibliothekswesen und Bibliographie', 'Tod']","['1925-01-01', '1928-01-01', '1929-01-01', '1935-01-01', '1939-01-01']",[],[]
